SPN, Date, Formula, Base Rate, Rate, IBB Type, IBB, Accrued Interest, Version, Call Type
32545AC,12-21-2013,A,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32547AC,12-21-2013,B,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32582AC,12-21-2013,C,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32628AC,12-21-2013,D,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32630ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32637ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32654ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32655ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32656ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32657ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32661ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32671ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32686ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32687ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32688ACA,12-21-2013,C,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32693ACA,12-21-2013,D,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32695AC,12-21-2013,E,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32708ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32712ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32713ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32716ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32786ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
32788ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33092AC,12-21-2013,F,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33093AC,12-21-2013,A,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33094AC,12-21-2013,B,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33095AC,12-21-2013,C,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33096AC,12-21-2013,D,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33099AC,12-21-2013,E,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33106ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33122ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33124ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33132AC,12-21-2013,C,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33136ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33148ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33161ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33162ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33170AC,12-21-2013,B,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33171AC,12-21-2013,C,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33189AC,12-21-2013,D,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33224ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33226ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33227AC,12-21-2013,A,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33263ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33273ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33326AC,12-21-2013,D,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33329ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33332ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33369AC,12-21-2013,A,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33377ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33393ACA,12-21-2013,C,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33395ACA,12-21-2013,D,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33403ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33407ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33408ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33422ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33429ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33454ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33456ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33478ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33481ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33555ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33578AC,12-21-2013,C,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33584AC,12-21-2013,D,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33585AC,12-21-2013,E,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33602ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33615ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33618ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33619ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33620ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33621ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33622ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33627ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33628ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33631ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33638ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33662ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33664ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33666ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33678ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33681ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33682ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33684ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33685ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33689ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33731ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33746ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33770AC,12-21-2013,D,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33771AC,12-21-2013,E,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33814ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33819ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33821AC,12-21-2013,B,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33822AC,12-21-2013,C,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33823AC,12-21-2013,D,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33829AC,12-21-2013,E,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33835ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33837AC,12-21-2013,A,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33852AC,12-21-2013,B,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33866ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33867ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33868ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33875ACA,12-21-2013,F,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33885AC,12-21-2013,A,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33892ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33968ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33984ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
33987ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34002AC,12-21-2013,F,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34005ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34034ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34105ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34111ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34115ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34116ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34117ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34137AC,12-21-2013,B,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34141ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34144ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34149AC,12-21-2013,E,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34153ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34154ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34156ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34162ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34167ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34183AC,12-21-2013,E,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34209ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34212ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34213ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34216ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34217ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34218ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34219ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34223ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34224ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34234AC,12-21-2013,C,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34239AC,12-21-2013,D,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34244ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34247AC,12-21-2013,F,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34257ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34261AC,12-21-2013,B,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34263ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34265AC,12-21-2013,D,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34266AC,12-21-2013,E,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34269AC,12-21-2013,F,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34329ACA,12-21-2013,A,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34387ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34423ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34437ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34439ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34449ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34466AC,12-21-2013,A,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34467AC,12-21-2013,B,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34483ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34488AC,12-21-2013,D,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34491AC,12-21-2013,E,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34521AC,12-21-2013,F,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34527AC,12-21-2013,A,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34528AC,12-21-2013,B,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34549ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34576ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34578ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34579ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34597ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34598ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34607ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34645ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34674ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34677ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34690ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34719ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34727AC,12-21-2013,C,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34734AC,12-21-2013,D,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34740ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34741ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34742ACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34743ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34755ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34764ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34765ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34770ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34773ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34777AC,12-21-2013,B,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34786ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34788ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34795AC,12-21-2013,E,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34796AC,12-21-2013,F,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34842AC,12-21-2013,A,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34855ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34856ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34871ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34872ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34900ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34903ACM,12-21-2013,A,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34906ACM,12-21-2013,B,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34911ACM,12-21-2013,C,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
34918ACM,12-21-2013,D,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35002ACM,12-21-2013,E,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35004ACM,12-21-2013,F,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35005ACM,12-21-2013,A,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35007ACM,12-21-2013,B,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35008ACM,12-21-2013,C,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35017ACM,12-21-2013,D,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35036ACM,12-21-2013,E,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35038ACM,12-21-2013,F,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
3506DACM,12-21-2013,A,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35082ACM,12-21-2013,B,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35084ACM,12-21-2013,C,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35085ACM,12-21-2013,D,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35098ACM,12-21-2013,E,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35115ACM,12-21-2013,F,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35119ACM,12-21-2013,A,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35123ACM,12-21-2013,B,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35125ACM,12-21-2013,C,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35126ACM,12-21-2013,D,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35140ACM,12-21-2013,E,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35142ACM,12-21-2013,F,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35152ACM,12-21-2013,A,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35154ACM,12-21-2013,B,1.25,0.95, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35155ACM,12-21-2013,C,1.25,0.75, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35159ACM,12-21-2013,D,1.25,1.0, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35169ACM,12-21-2013,E,1.25,1.15, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
35171ACM,12-21-2013,F,1.25,1.05, ,0.0,0.0,40ae39dc8fa1b36874db172402c8d688712414f2,*ALL
